"Time","Value","Units","Var","EPU","SOE 2018"
2005,-0.184038785067731,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2005,-0.427837319733855,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2005,-0.306657041662487,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2005,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2005,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2005,-0.0779044666571124,"anomaly (r/s)","SCUP by EPU","MAB","N"
2005,1.06519315947899,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2005,-0.115982634440138,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2005,0.270767904356596,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2005,-0.613150022372386,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2005,0.606272161148498,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2005,-0.310480742836863,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2006,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2006,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2006,-0.52467335848724,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2006,-0.367914241238554,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2006,-0.165149170344459,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2006,NA,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2006,-0.473961469698832,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2006,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2006,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2006,-0.0670481457344596,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2006,-0.188266928332466,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2006,-0.572856509773734,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2006,0.168956077019984,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2006,-0.348723412869547,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2006,-0.351746662317407,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2006,-0.361958458840214,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2006,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2006,1.24694934355232,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2006,0.843835382343506,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2006,-0.228613172524098,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2006,0.231636519836858,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2006,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2006,-0.583769284052929,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2006,-0.203126703881773,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2006,-0.413053096460619,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2006,0.675745216156957,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2006,-0.43318477368359,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2006,-0.277073472817481,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2006,-0.303390216827885,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2006,0.685934606241537,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2006,-0.578677204894132,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2006,-0.386098669344705,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2006,1.37302646170789,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2006,-0.445708078545074,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2006,0.729377946782096,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2006,-0.324056366170729,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2006,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2006,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2006,0.53993460137976,"anomaly (r/s)","SCUP by EPU","MAB","N"
2006,1.2345387046594,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2006,-0.178657726108279,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2006,-0.359094035876192,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2006,-0.253420775170152,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2006,-0.25955869130809,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2006,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2007,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2007,0.121045567035388,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2007,0.622578964110485,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2007,3.41228569902581,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2007,NA,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2007,-0.374212545707662,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2007,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2007,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2007,0.581823008926376,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2007,-0.442945841423552,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2007,-0.00526803815333154,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2007,-0.625603423752183,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2007,-0.277373419416404,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2007,-0.357470702850317,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2007,-0.347354911995644,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2007,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2007,0.102069461774062,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2007,1.10499898324232,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2007,-0.128477822932429,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2007,3.22229562821714,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2007,0.118593635428299,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2007,-0.580585272856175,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2007,-0.21553427911749,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2007,-0.187330096595748,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2007,0.228216380584654,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2007,-0.478209917854191,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2007,1.95665139636955,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2007,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2007,1.93852450403078,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2007,2.64065181002654,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2007,-0.389959681967154,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2007,-0.315583447314992,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2007,-0.157468881225273,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2007,-0.073472305657394,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2007,1.2776483983961,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2007,-0.261530548121711,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2007,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2007,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2007,-0.214187353826876,"anomaly (r/s)","SCUP by EPU","MAB","N"
2007,0.127444287603404,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2007,-0.268430960695877,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2007,0.828313560575206,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2007,0.780593201599636,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2007,1.84821539384989,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2007,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2008,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2008,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2008,-0.0905988219964864,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2008,-0.399942674217301,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2008,-0.385937005826489,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2008,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2008,-0.410535507644655,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2008,-0.117171337391223,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2008,-0.290390040661315,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2008,-0.377439371329202,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2008,-0.412535843081341,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2008,-0.553117457579451,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2008,-0.552288185611523,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2008,-0.335649400953517,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2008,-0.336892179604144,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2008,-0.38354604994608,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2008,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2008,-0.474854682697671,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2008,-0.343977003623186,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2008,-0.476156904359621,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2008,-0.0374992523408442,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2008,-0.115747049531808,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2008,-0.718874507096954,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2008,-0.178587582293771,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2008,-0.118008473053469,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2008,1.31266969036793,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2008,-0.370220364973655,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2008,-0.267062320176566,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2008,-0.0380088732412903,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2008,-0.62661632688779,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2008,-0.656761337530821,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2008,-0.411802632925103,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2008,-0.302507409173236,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2008,-0.860432823392828,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2008,0.570638409131125,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2008,-0.287098147726687,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2008,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2008,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2008,-0.450748509503018,"anomaly (r/s)","SCUP by EPU","MAB","N"
2008,-0.446308985797419,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2008,-0.285584864167421,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2008,-0.438306150206675,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2008,0.328081735646799,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2008,-0.398928686452313,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2008,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2009,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2009,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2009,-0.24723878663713,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2009,-0.511240035707319,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2009,-0.397184689263772,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2009,0.325499613702519,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2009,-0.352095366538023,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2009,-0.155585940473158,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2009,-0.295585518642155,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2009,-0.51556097866567,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2009,-0.269935636876215,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2009,-0.636506306430798,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2009,-0.630335317262671,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2009,-0.182608144478933,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2009,-0.225864977177758,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2009,-0.34033311601296,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2009,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2009,0.0184939594168431,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2009,-0.173974408803761,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2009,2.20714288495865,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2009,2.26064080999854,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2009,0.197192081595389,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2009,-0.458920623488048,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2009,-0.217521781750544,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2009,-0.0776282163164832,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2009,0.725871414762144,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2009,-0.334916063579819,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2009,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2009,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2009,-0.288727350008976,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2009,-0.576618106481208,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2009,-0.350315848800899,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2009,-0.395154731002096,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2009,0.164820208285774,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2009,0.742580166455521,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2009,0.125477217865061,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2009,-0.321926624937894,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2009,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2009,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2009,-0.504406013181766,"anomaly (r/s)","SCUP by EPU","MAB","N"
2009,-0.151859866154136,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2009,-0.280763784083221,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2009,-0.163100077265797,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2009,0.886011948817727,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2009,-0.362224234935436,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2009,0.822313088705936,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2010,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2010,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2010,-0.65305528721587,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2010,-0.451080832271829,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2010,-0.45101912423861,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2010,-0.298527980695278,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2010,-0.378537497806204,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2010,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2010,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2010,0.0461814143655356,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2010,-0.402041437043927,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2010,-0.621039918196658,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2010,-0.640837899464621,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2010,-0.205149930973636,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2010,-0.121360105202783,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2010,-0.196408220729284,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2010,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2010,-0.276674117991403,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2010,0.186320753461018,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2010,-0.442498204706722,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2010,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2010,-0.0407298313191338,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2010,-0.621664077962412,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2010,-0.207243475190258,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2010,-0.0671045273092837,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2010,-0.458348604085385,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2010,-0.448789354523918,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2010,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2010,-0.0817121491177623,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2010,-0.554401046741518,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2010,-0.548959916306823,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2010,-0.0436474119456604,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2010,-0.207526345832761,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2010,0.150972308708746,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2010,-0.550583118617462,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2010,-0.246530887699442,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2010,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2010,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2010,-0.518329366435567,"anomaly (r/s)","SCUP by EPU","MAB","N"
2010,-0.139082184413543,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2010,-0.183413135221535,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2010,-0.446770113260201,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2010,-0.701443721713292,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2010,-0.445818925328296,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2010,-0.362549508767119,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2011,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2011,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2011,-0.543559158192148,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2011,-0.495681878870552,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2011,-0.453135156447341,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2011,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2011,-0.381317086897573,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2011,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2011,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2011,-0.583316473532529,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2011,-0.443548251116096,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2011,-0.600085925383083,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2011,-0.356500549241503,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2011,-0.318732049597072,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2011,-0.315979549278345,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2011,-0.286724191278484,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2011,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2011,0.206904336524329,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2011,-0.535856300745153,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2011,0.584624610698273,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2011,-0.389526341088146,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2011,-0.21757139585902,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2011,-0.740876098109991,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2011,-0.217557343633622,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2011,0.0827766324796767,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2011,-0.565039492954286,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2011,-0.467165467775505,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2011,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2011,NA,"anomaly (r/s)","POLLOCK by EPU","MAB","N"
2011,-0.152818515544427,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2011,-0.405561301873532,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2011,-0.650253676851845,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2011,-0.348957431557971,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2011,0.485811572834829,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2011,-0.218827914181893,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2011,-0.414031187943929,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2011,-0.324056366170729,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2011,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2011,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2011,-0.451151845077328,"anomaly (r/s)","SCUP by EPU","MAB","N"
2011,0.879194795026627,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2011,-0.183571060160252,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2011,-0.453434420635809,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2011,-0.0870817646597391,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
2011,-0.42308694061987,"anomaly (r/s)","WHITE HAKE by EPU","GB","N"
2011,-0.404221474953849,"anomaly (r/s)","WHITE HAKE by EPU","MAB","N"
2012,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GOM","N"
2012,NA,"anomaly (r/s)","BLACK SEA BASS by EPU","GB","N"
2012,-0.637336932668766,"anomaly (r/s)","BLACK SEA BASS by EPU","MAB","N"
2012,-0.52140681441306,"anomaly (r/s)","ATLANTIC COD by EPU","GOM","N"
2012,-0.476418401548141,"anomaly (r/s)","ATLANTIC COD by EPU","GB","N"
2012,-0.311024173359196,"anomaly (r/s)","ATLANTIC COD by EPU","MAB","N"
2012,0.653801748040859,"anomaly (r/s)","WITCH FLOUNDER by EPU","GOM","N"
2012,-0.163693170460014,"anomaly (r/s)","WITCH FLOUNDER by EPU","GB","N"
2012,-0.296611917464701,"anomaly (r/s)","WITCH FLOUNDER by EPU","MAB","N"
2012,-0.467866835738586,"anomaly (r/s)","AMERICAN PLAICE by EPU","GOM","N"
2012,-0.385056600149452,"anomaly (r/s)","AMERICAN PLAICE by EPU","GB","N"
2012,-0.39647032211538,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GOM","N"
2012,-0.350990801790488,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","GB","N"
2012,-0.297738668861969,"anomaly (r/s)","YELLOWTAIL FLOUNDER by EPU","MAB","N"
2012,0.0905260388947372,"anomaly (r/s)","HADDOCK by EPU","GOM","N"
2012,1.35750582932896,"anomaly (r/s)","HADDOCK by EPU","GB","N"
2012,NA,"anomaly (r/s)","HADDOCK by EPU","MAB","N"
2012,-0.442410594788773,"anomaly (r/s)","SILVER HAKE by EPU","GOM","N"
2012,0.903967677315191,"anomaly (r/s)","SILVER HAKE by EPU","GB","N"
2012,-0.0523838395192724,"anomaly (r/s)","SILVER HAKE by EPU","MAB","N"
2012,2.50297945713937,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GOM","N"
2012,-0.276440727322692,"anomaly (r/s)","SUMMER FLOUNDER by EPU","GB","N"
2012,-0.681718257112217,"anomaly (r/s)","SUMMER FLOUNDER by EPU","MAB","N"
2012,-0.218346537591028,"anomaly (r/s)","BUTTERFISH by EPU","GOM","N"
2012,-0.198648226120894,"anomaly (r/s)","BUTTERFISH by EPU","GB","N"
2012,-0.391619649168989,"anomaly (r/s)","BUTTERFISH by EPU","MAB","N"
2012,-0.490363317674726,"anomaly (r/s)","POLLOCK by EPU","GOM","N"
2012,-0.270739146168741,"anomaly (r/s)","POLLOCK by EPU","GB","N"
2012,-0.496711018888126,"anomaly (r/s)","WINTER FLOUNDER by EPU","GOM","N"
2012,-0.594807519596289,"anomaly (r/s)","WINTER FLOUNDER by EPU","GB","N"
2012,-0.665234401356259,"anomaly (r/s)","WINTER FLOUNDER by EPU","MAB","N"
2012,-0.278106891092977,"anomaly (r/s)","WINDOWPANE by EPU","GOM","N"
2012,1.79450599657069,"anomaly (r/s)","WINDOWPANE by EPU","GB","N"
2012,-0.622590576493348,"anomaly (r/s)","WINDOWPANE by EPU","MAB","N"
2012,-0.487830355277431,"anomaly (r/s)","ACADIAN REDFISH by EPU","GOM","N"
2012,-0.321325844156117,"anomaly (r/s)","ACADIAN REDFISH by EPU","GB","N"
2012,NA,"anomaly (r/s)","SCUP by EPU","GOM","N"
2012,NA,"anomaly (r/s)","SCUP by EPU","GB","N"
2012,-0.508319515039632,"anomaly (r/s)","SCUP by EPU","MAB","N"
2012,0.805104086129605,"anomaly (r/s)","RED HAKE by EPU","GOM","N"
2012,-0.257541707495969,"anomaly (r/s)","RED HAKE by EPU","GB","N"
2012,-0.100613768138587,"anomaly (r/s)","RED HAKE by EPU","MAB","N"
2012,-0.771636086743055,"anomaly (r/s)","WHITE HAKE by EPU","GOM","N"
